jcm,organism,meo,label_meo
JCM_14762,Sideroxydans lithotrophicus,MEO_0000731,drain water
JCM_14765,Sideroxydans paludicola,MEO_0000386,plant root
JCM_15682,Raffaelea quercivora,MEO_0000750,gallery wall
JCM_15683,Raffaelea quercivora,MEO_0000750,gallery wall
JCM_15684,Raffaelea quercivora,MEO_0000750,gallery wall
JCM_15685,Raffaelea quercivora,MEO_0000750,gallery wall
JCM_15686,Raffaelea quercivora,MEO_0000750,gallery wall
JCM_16195,Cladophialophora boppii,MEO_0000036,water
JCM_16196,Exophiala spinifera,MEO_0000036,water
JCM_18139,Massilia yuzhufengensis,MEO_0000170,glacier
JCM_18139,Massilia yuzhufengensis,MEO_0000414,ice
JCM_19825,Hydrogenimonas urashimensis,MEO_0000142,marine hydrothermal vent chimney
JCM_25089,Acidomonas methanolica,MEO_0000014,activated sludge
JCM_28041,Acremonium masseei,MEO_0000116,biofilm
JCM_28041,Acremonium masseei,MEO_0000334,tumulus
JCM_28041,Acremonium masseei,MEO_0000643,room
JCM_28041,Acremonium masseei,MEO_0000723,ceiling
JCM_28042,Acremonium masseei,MEO_0000116,biofilm
JCM_28042,Acremonium masseei,MEO_0000333,wall
JCM_28042,Acremonium masseei,MEO_0000334,tumulus
JCM_28042,Acremonium masseei,MEO_0000643,room
JCM_28043,Penicillium paneum,MEO_0000116,biofilm
JCM_28043,Penicillium paneum,MEO_0000333,wall
JCM_28043,Penicillium paneum,MEO_0000334,tumulus
JCM_28043,Penicillium paneum,MEO_0000643,room
JCM_28045,Acremonium masseei,MEO_0000116,biofilm
JCM_28045,Acremonium masseei,MEO_0000333,wall
JCM_28045,Acremonium masseei,MEO_0000334,tumulus
JCM_28045,Acremonium masseei,MEO_0000643,room
JCM_28046,Kendrickiella phycomyces,MEO_0000007,soil
JCM_28046,Kendrickiella phycomyces,MEO_0000334,tumulus
JCM_28047,Kendrickiella phycomyces,MEO_0000007,soil
JCM_28047,Kendrickiella phycomyces,MEO_0000334,tumulus
JCM_28047,Kendrickiella phycomyces,MEO_0000386,plant root
JCM_28049,Kendrickiella phycomyces,MEO_0000333,wall
JCM_28049,Kendrickiella phycomyces,MEO_0000334,tumulus
JCM_28049,Kendrickiella phycomyces,MEO_0000643,room
JCM_28049,Kendrickiella phycomyces,MEO_0000723,ceiling
JCM_28094,Penicillium paneum,MEO_0000643,room
JCM_28355,Kendrickiella phycomyces,MEO_0000112,rock
JCM_28355,Kendrickiella phycomyces,MEO_0000333,wall
JCM_28355,Kendrickiella phycomyces,MEO_0000334,tumulus
JCM_28355,Kendrickiella phycomyces,MEO_0000643,room
JCM_28356,Kendrickiella phycomyces,MEO_0000112,rock
JCM_28356,Kendrickiella phycomyces,MEO_0000116,biofilm
JCM_28356,Kendrickiella phycomyces,MEO_0000334,tumulus
JCM_28356,Kendrickiella phycomyces,MEO_0000640,floor
JCM_28356,Kendrickiella phycomyces,MEO_0000643,room
JCM_28400,Penicillium paneum,MEO_0000112,rock
JCM_28400,Penicillium paneum,MEO_0000116,biofilm
JCM_28400,Penicillium paneum,MEO_0000334,tumulus
JCM_28400,Penicillium paneum,MEO_0000643,room
JCM_28400,Penicillium paneum,MEO_0000723,ceiling
JCM_28457,Penicillium paneum,MEO_0000112,rock
JCM_28457,Penicillium paneum,MEO_0000116,biofilm
JCM_28457,Penicillium paneum,MEO_0000334,tumulus
JCM_28457,Penicillium paneum,MEO_0000643,room
JCM_28457,Penicillium paneum,MEO_0000723,ceiling
JCM_28508,Penicillium paneum,MEO_0000112,rock
JCM_28508,Penicillium paneum,MEO_0000116,biofilm
JCM_28508,Penicillium paneum,MEO_0000334,tumulus
JCM_28508,Penicillium paneum,MEO_0000640,floor
JCM_28508,Penicillium paneum,MEO_0000643,room
JCM_28552,Penicillium paneum,MEO_0000112,rock
JCM_28552,Penicillium paneum,MEO_0000116,biofilm
JCM_28552,Penicillium paneum,MEO_0000334,tumulus
JCM_28552,Penicillium paneum,MEO_0000643,room
JCM_28552,Penicillium paneum,MEO_0000723,ceiling
JCM_28555,Acremonium murorum,MEO_0000112,rock
JCM_28555,Acremonium murorum,MEO_0000333,wall
JCM_28555,Acremonium murorum,MEO_0000334,tumulus
JCM_28555,Acremonium murorum,MEO_0000643,room
JCM_28555,Acremonium murorum,MEO_0000127,clay soil
JCM_30460,Rheinheimera pleomorphica,MEO_0000687,lake sediment
JCM_30515,Pythium irregulare,MEO_0000125,agricultural soil
JCM_30518,Pythium rostratifingens,MEO_0000198,field soil
JCM_30519,Pythium spinosum,MEO_0000125,agricultural soil
JCM_31893,Tabrizicola algicola,MEO_0000074,field of aquaculture
JCM_31898,Methanosarcina mazei,MEO_0000093,permafrost
JCM_31946,Acidibacillus sulfuroxidans,MEO_0000697,geothermal field
JCM_32258,Clostridium fessum,MEO_0000054,feces
JCM_32258,Clostridium fessum,MEO_0000627,feces
JCM_32406,Geobacillus thermodenitrificans,MEO_0000041,marine water
JCM_32406,Geobacillus thermodenitrificans,MEO_0000694,coast
JCM_32406,Geobacillus thermodenitrificans,MEO_0000716,seaweed
JCM_32611,Halovulum marinum,MEO_0000041,marine water
JCM_32611,Halovulum marinum,MEO_0000724,deep sea
JCM_32718,Pseudonocardia cytotoxica,MEO_0000066,sediment
JCM_32760,Paraclostridium dentum,MEO_0000050,subgingival plaque
JCM_32760,Paraclostridium dentum,MEO_0000048,dental plaque
JCM_32765,Flavobacterium nackdongense,MEO_0000066,sediment
JCM_32768,Methanohalophilus profundi,MEO_0000069,anoxic
JCM_32768,Methanohalophilus profundi,MEO_0000724,deep sea
JCM_32768,Methanohalophilus profundi,MEO_0000743,hypersaline water
JCM_33017,Bacillus telluris,MEO_0000133,greenhouse soil
JCM_33276,Chitinophaga extrema,MEO_0000701,peat swamp
JCM_33276,Chitinophaga extrema,MEO_0000666,tropical soil
JCM_33320,Natronomonas salsuginis,MEO_0000041,marine water
JCM_33320,Natronomonas salsuginis,MEO_0000339,solar saltern
JCM_33327,Syntrophotalea acetylenivorans,MEO_0000042,intertidal sediment
JCM_33424,Gramella bathymodioli,MEO_0000698,hydrothermal field
JCM_33680,Brevilactibacter coleopterorum,MEO_0000484,intestine
JCM_33684,Weissella coleopterorum,MEO_0000484,intestine
JCM_33786,Methylolobus aquaticus,MEO_0000038,freshwater
JCM_33786,Methylolobus aquaticus,MEO_0000669,wetland soil
JCM_33786,Methylolobus aquaticus,MEO_0000666,tropical soil
JCM_33788,Pelistega sp.,MEO_0000054,feces
JCM_33788,Pelistega sp.,MEO_0000627,feces
JCM_33835,Haloarcula mannanilytica,MEO_0000722,salt
JCM_33837,Hymenobacter baengnokdamensis,MEO_0000007,soil
JCM_33936,Marisediminicola senii,MEO_0000066,sediment
JCM_33936,Marisediminicola senii,MEO_0000170,glacier
JCM_33990,Methylomonas rhizoryzae,MEO_0000658,rhizosphere soil
JCM_39020,Mortierella sp.,MEO_0000346,litter
JCM_39020,Mortierella sp.,MEO_0000380,leaf litter
JCM_39020,Mortierella sp.,MEO_0000414,ice
JCM_39020,Mortierella sp.,MEO_0000704,cave
JCM_39021,Mortierella sp.,MEO_0000346,litter
JCM_39021,Mortierella sp.,MEO_0000380,leaf litter
JCM_39021,Mortierella sp.,MEO_0000414,ice
JCM_39021,Mortierella sp.,MEO_0000704,cave
JCM_39022,Mortierella sp.,MEO_0000346,litter
JCM_39022,Mortierella sp.,MEO_0000380,leaf litter
JCM_39023,Mortierella sp.,MEO_0000007,soil
JCM_39024,Mortierella sp.,MEO_0000007,soil
JCM_39025,Mortierella sp.,MEO_0000007,soil
JCM_39026,Mortierella sp.,MEO_0000028,marsh
JCM_39026,Mortierella sp.,MEO_0000386,plant root
JCM_39027,Mortierella sp.,MEO_0000028,marsh
JCM_39027,Mortierella sp.,MEO_0000386,plant root
JCM_39028,Mortierella parvispora,MEO_0000126,forest soil
JCM_39029,Mortierella chienii,MEO_0000007,soil
JCM_39124,Ruminiclostridium herbifermentans,MEO_0000119,bioreactor
JCM_39124,Ruminiclostridium herbifermentans,MEO_0000233,corn silage
JCM_12590,Cutaneotrichosporon cavernicola,MEO_0000054,feces
JCM_12590,Cutaneotrichosporon cavernicola,MEO_0000627,feces
JCM_12592,Cutaneotrichosporon middelhovenii,MEO_0000054,feces
JCM_12592,Cutaneotrichosporon middelhovenii,MEO_0000627,feces
JCM_12593,Apiotrichum otae,MEO_0000054,feces
JCM_12593,Apiotrichum otae,MEO_0000627,feces
JCM_12594,Apiotrichum chiropterorum,MEO_0000054,feces
JCM_12594,Apiotrichum chiropterorum,MEO_0000627,feces
JCM_12595,Apiotrichum akiyoshidainum,MEO_0000054,feces
JCM_12595,Apiotrichum akiyoshidainum,MEO_0000627,feces
JCM_12596,Apiotrichum coprophilum,MEO_0000054,feces
JCM_12596,Apiotrichum coprophilum,MEO_0000627,feces
JCM_12796,Paecilomyces javanicus,MEO_0000007,soil
JCM_12796,Isaria javanica,MEO_0000007,soil
JCM_12798,Paecilomyces pascuus,MEO_0000202,pasture
JCM_16780,Unidentified fungus,MEO_0000750,gallery wall
JCM_16781,Unidentified fungus,MEO_0000750,gallery wall
JCM_17290,Winogradskyella sp.,MEO_0000032,mouth of the watercourse
JCM_17290,Winogradskyella sp.,MEO_0000040,marine sediment
JCM_17446,Haliea sp.,MEO_0000041,marine water
JCM_17446,Haliea sp.,MEO_0000724,deep sea
JCM_17447,Haliea sp.,MEO_0000041,marine water
JCM_17447,Haliea sp.,MEO_0000724,deep sea
JCM_17541,Sphingomonas sp.,MEO_0000038,freshwater
JCM_17542,Sphingorhabdus sp.,MEO_0000038,freshwater
JCM_17544,Sphingorhabdus sp.,MEO_0000038,freshwater
JCM_17855,Enterovibrio pacificus,MEO_0000041,marine water
JCM_17855,Enterovibrio pacificus,MEO_0000117,surface water
JCM_18203,Luteimonas granuli,MEO_0000118,wastewater treatment plant
JCM_23217,Pseudomonas aeruginosa,MEO_0000599,ear
JCM_23217,Pseudomonas aeruginosa,MEO_0000574,external ear
JCM_25101,Asaia bogorensis,MEO_0000376,flower
JCM_25103,Asaia bogorensis,MEO_0000376,flower
JCM_25104,Asaia bogorensis,MEO_0000139,fermented food product
JCM_25105,Asaia siamensis,MEO_0000376,flower
JCM_25106,Asaia siamensis,MEO_0000376,flower
JCM_25107,Asaia siamensis,MEO_0000376,flower
JCM_25109,Gluconobacter frateurii,MEO_0000259,fruit
JCM_28012,Acremonium masseei,MEO_0000116,biofilm
JCM_28012,Acremonium masseei,MEO_0000333,wall
JCM_28012,Acremonium masseei,MEO_0000643,room
JCM_28012,Acremonium masseei,MEO_0000328,plaster
JCM_28014,Acremonium masseei,MEO_0000116,biofilm
JCM_28014,Acremonium masseei,MEO_0000333,wall
JCM_28014,Acremonium masseei,MEO_0000334,tumulus
JCM_28014,Acremonium masseei,MEO_0000643,room
JCM_28015,Acremonium masseei,MEO_0000116,biofilm
JCM_28015,Acremonium masseei,MEO_0000333,wall
JCM_28015,Acremonium masseei,MEO_0000334,tumulus
JCM_28015,Acremonium masseei,MEO_0000643,room
JCM_28016,Acremonium masseei,MEO_0000116,biofilm
JCM_28016,Acremonium masseei,MEO_0000333,wall
JCM_28016,Acremonium masseei,MEO_0000334,tumulus
JCM_28016,Acremonium masseei,MEO_0000643,room
JCM_28018,Penicillium paneum,MEO_0000116,biofilm
JCM_28018,Penicillium paneum,MEO_0000333,wall
JCM_28018,Penicillium paneum,MEO_0000334,tumulus
JCM_28018,Penicillium paneum,MEO_0000643,room
JCM_28019,Acremonium masseei,MEO_0000116,biofilm
JCM_28019,Acremonium masseei,MEO_0000333,wall
JCM_28019,Acremonium masseei,MEO_0000643,room
JCM_28019,Acremonium masseei,MEO_0000328,plaster
JCM_28060,Penicillium paneum,MEO_0000116,biofilm
JCM_28060,Penicillium paneum,MEO_0000333,wall
JCM_28060,Penicillium paneum,MEO_0000334,tumulus
JCM_28060,Penicillium paneum,MEO_0000328,plaster
JCM_28062,Acremonium masseei,MEO_0000007,soil
JCM_28062,Acremonium masseei,MEO_0000333,wall
JCM_28062,Acremonium masseei,MEO_0000334,tumulus
JCM_28062,Acremonium masseei,MEO_0000643,room
JCM_28062,Acremonium masseei,MEO_0000328,plaster
JCM_28065,Penicillium paneum,MEO_0000116,biofilm
JCM_28065,Penicillium paneum,MEO_0000333,wall
JCM_28065,Penicillium paneum,MEO_0000334,tumulus
JCM_28065,Penicillium paneum,MEO_0000643,room
JCM_28069,Acremonium murorum,MEO_0000334,tumulus
JCM_28069,Acremonium murorum,MEO_0000640,floor
JCM_28069,Acremonium murorum,MEO_0000643,room
JCM_28111,Penicillium paneum,MEO_0000116,biofilm
JCM_28111,Penicillium paneum,MEO_0000333,wall
JCM_28111,Penicillium paneum,MEO_0000334,tumulus
JCM_28111,Penicillium paneum,MEO_0000643,room
JCM_28371,Acremonium tumulicola,MEO_0000112,rock
JCM_28371,Acremonium tumulicola,MEO_0000116,biofilm
JCM_28371,Acremonium tumulicola,MEO_0000333,wall
JCM_28371,Acremonium tumulicola,MEO_0000334,tumulus
JCM_28371,Acremonium tumulicola,MEO_0000643,room
JCM_28372,Penicillium paneum,MEO_0000112,rock
JCM_28372,Penicillium paneum,MEO_0000116,biofilm
JCM_28372,Penicillium paneum,MEO_0000333,wall
JCM_28372,Penicillium paneum,MEO_0000334,tumulus
JCM_28372,Penicillium paneum,MEO_0000643,room
JCM_28374,Acremonium tumulicola,MEO_0000112,rock
JCM_28374,Acremonium tumulicola,MEO_0000334,tumulus
JCM_28374,Acremonium tumulicola,MEO_0000643,room
JCM_28374,Acremonium tumulicola,MEO_0000723,ceiling
JCM_28374,Acremonium tumulicola,MEO_0000328,plaster
JCM_28375,Kendrickiella phycomyces,MEO_0000112,rock
JCM_28375,Kendrickiella phycomyces,MEO_0000334,tumulus
JCM_28375,Kendrickiella phycomyces,MEO_0000643,room
JCM_28470,Acremonium tumulicola,MEO_0000112,rock
JCM_28470,Acremonium tumulicola,MEO_0000116,biofilm
JCM_28470,Acremonium tumulicola,MEO_0000334,tumulus
JCM_28470,Acremonium tumulicola,MEO_0000643,room
JCM_28470,Acremonium tumulicola,MEO_0000723,ceiling
JCM_28476,Penicillium citrinum,MEO_0000116,biofilm
JCM_28476,Penicillium citrinum,MEO_0000333,wall
JCM_28476,Penicillium citrinum,MEO_0000334,tumulus
JCM_28476,Penicillium citrinum,MEO_0000643,room
JCM_28576,Acremonium murorum,MEO_0000116,biofilm
JCM_28576,Gliomastix murorum,MEO_0000116,biofilm
JCM_28576,Acremonium murorum,MEO_0000334,tumulus
JCM_28576,Gliomastix murorum,MEO_0000334,tumulus
JCM_28576,Acremonium murorum,MEO_0000644,tomb
JCM_28576,Gliomastix murorum,MEO_0000644,tomb
JCM_28577,Acremonium tumulicola,MEO_0000116,biofilm
JCM_28577,Acremonium tumulicola,MEO_0000334,tumulus
JCM_28577,Acremonium tumulicola,MEO_0000644,tomb
JCM_30643,Alkaliphilus serpentinus,MEO_0000698,hydrothermal field
JCM_30840,Halosimplex halophilum,MEO_0000659,saline soil
JCM_30845,Natronorubrum halophilum,MEO_0000744,saline lake water
JCM_31668,Thermus oshimai,MEO_0000029,hot spring
JCM_31668,Thermus oshimai,MEO_0000697,geothermal field
JCM_32683,Paenibacillus algicola,MEO_0000084,bay
JCM_32786,Flavobacterium humi,MEO_0000007,soil
JCM_32838,Flavobacterium supellecticarium,MEO_0000784,timber
JCM_33090,Mortierella sp.,MEO_0000658,rhizosphere soil
JCM_33092,Mortierella sp.,MEO_0000377,fruit body
JCM_33093,Mortierella sp.,MEO_0000007,soil
JCM_33094,Mortierella sp.,MEO_0000007,soil
JCM_33095,Mortierella sp.,MEO_0000658,rhizosphere soil
JCM_33296,Shewanella vesiculosa,MEO_0000484,intestine
JCM_33344,Patiriisocius marinistellae,MEO_0000041,marine water
JCM_33344,Patiriisocius marinistellae,MEO_0000117,surface water
JCM_33602,Halomonas icarae,MEO_0000351,beach
JCM_33602,Halomonas icarae,MEO_0000660,marine soil
JCM_33651,Motilibacter deserti,MEO_0000007,soil
JCM_33651,Motilibacter deserti,MEO_0000196,desert
JCM_33652,Motilibacter aurantiacus,MEO_0000007,soil
JCM_33652,Motilibacter aurantiacus,MEO_0000196,desert
JCM_33653,Pseudomonas atagosis,MEO_0000007,soil
JCM_33654,Pseudomonas akappagea,MEO_0000007,soil
JCM_33700,Bacillus aquiflavi,MEO_0000036,water
JCM_33700,Bacillus aquiflavi,MEO_0000131,food processing factory
JCM_33701,Bacillus aquiflavi,MEO_0000036,water
JCM_33701,Bacillus aquiflavi,MEO_0000131,food processing factory
JCM_33702,Bacillus aquiflavi,MEO_0000036,water
JCM_33702,Bacillus aquiflavi,MEO_0000131,food processing factory
JCM_33703,Bacillus aquiflavi,MEO_0000036,water
JCM_33703,Bacillus aquiflavi,MEO_0000131,food processing factory
JCM_33751,Salinadaptatus halalkaliphilus,MEO_0000189,saline lake sediment
JCM_33751,Salinadaptatus halalkaliphilus,MEO_0000727,saline pond
JCM_33804,Acidiluteibacter ferrifornacis,MEO_0000066,sediment
JCM_33804,Acidiluteibacter ferrifornacis,MEO_0000754,mangrove
JCM_34113,Bifidobacterium pseudolongum subsp. globosum,MEO_0000054,feces
JCM_34113,Bifidobacterium pseudolongum subsp. globosum,MEO_0000627,feces
JCM_34114,Bifidobacterium ruminantium,MEO_0000046,rumen
JCM_34114,Bifidobacterium ruminantium,MEO_0000173,bodily fluid
JCM_34169,Haloferax litoreum,MEO_0000041,marine water
JCM_34261,Cupriavidus cauae,MEO_0000059,blood
JCM_34263,Streptomyces buecherae,MEO_0000421,animal body associated
JCM_34364,Anaerococcus porci,MEO_0000054,feces
JCM_34364,Anaerococcus porci,MEO_0000627,feces
JCM_34366,Peptoniphilus porci,MEO_0000615,mucosa
JCM_34366,Peptoniphilus porci,MEO_0000462,colon
JCM_34367,Tissierella pigra,MEO_0000054,feces
JCM_34367,Tissierella pigra,MEO_0000627,feces
JCM_34368,Pyramidobacter porci,MEO_0000054,feces
JCM_34368,Pyramidobacter porci,MEO_0000627,feces
JCM_34369,Olsenella porci,MEO_0000054,feces
JCM_34369,Olsenella porci,MEO_0000627,feces
JCM_34417,Porcincola intestinalis,MEO_0000054,feces
JCM_34417,Porcincola intestinalis,MEO_0000627,feces
JCM_34418,Baileyella intestinalis,MEO_0000054,feces
JCM_34418,Baileyella intestinalis,MEO_0000627,feces
JCM_34419,Bilifractor porci,MEO_0000054,feces
JCM_34419,Bilifractor porci,MEO_0000627,feces
JCM_39149,Protocrea illino_u(e)nsis,MEO_0000377,fruit body
JCM_39151,Sphaerostilbella himalayensis,MEO_0000377,fruit body
JCM_5267,Bullera piricola,MEO_0000379,leaf
JCM_10945,Bacillus okuhidensis,MEO_0000036,water
JCM_10945,Bacillus halodurans,MEO_0000036,water
JCM_10945,Alkalihalobacillus okuhidensis,MEO_0000036,water
JCM_10945,Alkalihalobacillus halodurans,MEO_0000036,water
JCM_10945,Bacillus okuhidensis,MEO_0000736,hot spring water
JCM_10945,Bacillus halodurans,MEO_0000736,hot spring water
JCM_10945,Alkalihalobacillus okuhidensis,MEO_0000736,hot spring water
JCM_10945,Alkalihalobacillus halodurans,MEO_0000736,hot spring water
JCM_12787,Paecilomyces fulvus,MEO_0000218,bottled fruit product
JCM_12831,Micromonospora aurantiaca,MEO_0000126,forest soil
JCM_12831,Micromonospora aurantiaca,MEO_0000701,peat swamp
JCM_12832,Micromonospora chalcea,MEO_0000126,forest soil
JCM_12832,Micromonospora chalcea,MEO_0000701,peat swamp
JCM_13087,Crassiclypeus aquaticus,MEO_0000062,wood
JCM_13087,Crassiclypeus aquaticus,MEO_0000384,plant debris
JCM_13087,Crassiclypeus aquaticus,MEO_0000767,twig
JCM_13089,Leptoparies palmarum,MEO_0000787,petiole
JCM_13545,Lophiostoma macrostomum,MEO_0000390,stem
JCM_13546,Lophiostoma macrostomum,MEO_0000695,riverbank
JCM_13547,Lophiostoma semiliberum,MEO_0000753,culm
JCM_13548,Lophiostoma semiliberum,MEO_0000753,culm
JCM_13549,Lophiostoma semiliberum,MEO_0000390,stem
JCM_13650,Prevotella paludivivens,MEO_0000384,plant debris
JCM_13651,Prevotella paludivivens,MEO_0000386,plant root
JCM_13652,Bacteroides barnesiae,MEO_0000460,cecum
JCM_13653,Bacteroides barnesiae,MEO_0000460,cecum
JCM_13654,Bacteroides barnesiae,MEO_0000460,cecum
JCM_13700,Sporobolomyces sp.,MEO_0000379,leaf
JCM_13701,Unidentified yeast,MEO_0000379,leaf
JCM_13702,Sporobolomyces sp.,MEO_0000379,leaf
JCM_13703,Sporobolomyces sp.,MEO_0000379,leaf
JCM_13704,Tilletiopsis sp.,MEO_0000379,leaf
JCM_13705,Pseudozyma sp.,MEO_0000379,leaf
JCM_13750,Sporobolomyces sp.,MEO_0000379,leaf
JCM_13751,Sporobolomyces sp.,MEO_0000379,leaf
JCM_13752,Tilletiopsis sp.,MEO_0000379,leaf
JCM_13753,Bullera sp.,MEO_0000379,leaf
JCM_13754,Bullera sp.,MEO_0000379,leaf
JCM_13755,Bullera sp.,MEO_0000379,leaf
JCM_13756,Sporobolomyces sp.,MEO_0000379,leaf
JCM_13757,Derxomyces wuzhishanensis,MEO_0000379,leaf
JCM_13758,Cryptococcus sp.,MEO_0000379,leaf
JCM_13759,Bullera sp.,MEO_0000379,leaf
JCM_13800,Bullera pseudoschimicola,MEO_0000379,leaf
JCM_13800,Bullera sp.,MEO_0000379,leaf
JCM_13801,Bullera sp.,MEO_0000379,leaf
JCM_13802,Bullera sp.,MEO_0000379,leaf
JCM_13803,Bullera sp.,MEO_0000379,leaf
JCM_13804,Bullera sp.,MEO_0000379,leaf
JCM_13805,Bullera sp.,MEO_0000379,leaf
JCM_13806,Sporobolomyces sp.,MEO_0000379,leaf
JCM_13807,Sporobolomyces sp.,MEO_0000379,leaf
JCM_13808,Unidentified yeast,MEO_0000379,leaf
JCM_13809,Sporobolomyces sp.,MEO_0000379,leaf
JCM_13850,Actinomadura napierensis,MEO_0000125,agricultural soil
JCM_13852,Amycolatopsis plumensis,MEO_0000007,soil
JCM_13853,Nocardiopsis aegyptia,MEO_0000084,bay
JCM_13854,Nonomuraea kuesteri,MEO_0000007,soil
JCM_13855,Pseudonocardia dioxanivorans,MEO_0000013,sludge
JCM_13856,Salinispora arenicola,MEO_0000205,sand
JCM_13857,Salinispora tropica,MEO_0000205,sand
JCM_13900,Pseudomonas sp.,MEO_0000014,activated sludge
JCM_13900,Pseudomonas sp.,MEO_0000345,industrial waste
JCM_13901,Sphingobium sp.,MEO_0000014,activated sludge
JCM_13901,Sphingobium sp.,MEO_0000345,industrial waste
JCM_13902,Sphingobium sp.,MEO_0000014,activated sludge
JCM_13902,Sphingobium sp.,MEO_0000345,industrial waste
JCM_13903,Sphingobium sp.,MEO_0000014,activated sludge
JCM_13903,Sphingobium sp.,MEO_0000345,industrial waste
JCM_13904,Sphingomonas macrogoltabidus,MEO_0000014,activated sludge
JCM_13904,Sphingomonas macrogoltabidus,MEO_0000345,industrial waste
JCM_13905,Stenotrophomonas maltophilia,MEO_0000014,activated sludge
JCM_13905,Stenotrophomonas maltophilia,MEO_0000345,industrial waste
JCM_13907,Gordonia shandongensis,MEO_0000197,farm soil
JCM_13908,Leifsonia ginsengi,MEO_0000386,plant root
JCM_13909,Pseudonocardia oroxyli,MEO_0000386,plant root
JCM_13954,Glaciecola psychrophila,MEO_0000123,sea ice
JCM_13955,Treponema isoptericolens,MEO_0000470,hindgut
JCM_13956,Pseudomonas aeruginosa,MEO_0000063,urine
JCM_13957,Pseudomonas aeruginosa,MEO_0000599,ear
JCM_13958,Pseudomonas aeruginosa,MEO_0000403,sputum
JCM_13959,Pseudomonas alcaliphila,MEO_0000059,blood
JCM_14000,Micrococcus flavus,MEO_0000119,bioreactor
JCM_14001,Ornithinimicrobium pekingense,MEO_0000119,bioreactor
JCM_14002,Actibacter sediminis,MEO_0000691,tidal flat sediment
JCM_14003,Marinitalea sucinacia,MEO_0000066,sediment
JCM_14004,Methyloversatilis sp.,MEO_0000036,water
JCM_14006,Saccharofermentans acetigenes,MEO_0000120,anaerobic bioreactor
JCM_14008,Labedella gwakjiensis,MEO_0000716,seaweed
JCM_14009,Maribius pelagius,MEO_0000117,surface water
